,username,user_handle,date,retweets,favorites,text,geological_location,mentions,hashtags,tweet_id,permalink,Unnamed: 11,len,SA
205,Jobs in BC,BC__jobs,2013-10-24 13:08:00,0,0,"Sales Manager, Marine: Carmanah Technologies (Victoria): Reporting to the Signals Division Manager","... http://bit.ly/1aehpIK # bc # jobs""",,,# #,3.93E+17,https://twitter.com/BC__jobs/status/393423810914828290,98,0
206,Carmanah Tech. Corp.,CarmanahTech,2013-11-01 18:26:00,0,0,Worldwide distribution of Carmanah/Sabik marine NavAids enhanced by Sabik Group's new company in the UK: http://ow.ly/qpLvK,,@ @,#,3.96E+17,https://twitter.com/CarmanahTech/status/396403016108359681,,123,1
207,Kenny Jackson,KJsocial,2013-11-19 19:43:00,0,0,"Carmanah Announces Completion of $6 Million Rights Offering: ...lighting, marine signal, aviation signals, tra... http://bit.ly/1arfT8k",,,,4.03E+17,https://twitter.com/KJsocial/status/402960321909755904,,135,0
208,Jim Pepper,JimPepperr,2013-11-19 19:43:00,0,0,"Carmanah Announces Completion of $6 Million Rights Offering: ...lighting, marine signal, aviation signals, tra... http://bit.ly/1arfT8k",,,,4.03E+17,https://twitter.com/JimPepperr/status/402960319833575425,,135,0
209,Yolo-Solano AQMD,YoloSolanoAir,2013-12-16 12:46:00,0,2,RT @ WALKSacramento Congrats Bridgeway Island Elementary for winning the @ CarmanahTraffic # BeaBeacon competition! http://bit.ly/1kEjJwO,,@ @,#,4.13E+17,https://twitter.com/YoloSolanoAir/status/412639768095117312,,137,1
210,Latest Solar News,LatestSolarNews,2014-01-21 14:00:00,1,0,Carmanah Receives Solar Outdoor Lighting Purchase Orders Valued at $1.5M USD http://yhoo.it/1cRgvS0,,,,4.26E+17,https://twitter.com/LatestSolarNews/status/425704449231712256,,99,0
211,Renewable Search,RenewableSearch,2014-01-21 20:05:00,1,1,Carmanah Receives Solar Outdoor Lighting Purchase Orders Valued at $1.5M USD: Filed under: Sola... http://bit.ly/1bUMrt1 # solar # energy,,,# #,4.26E+17,https://twitter.com/RenewableSearch/status/425796367697461248,,137,0
212,Beth K,BethKnodler,2014-03-27 22:27:00,1,4,What happened today? Not on twitter for a few mins & we are up to 666! # getthesignal go @ UMassITE! @ CarmanahTraffic http://woobox.com/5ef736/vote/for/2165048 …,,@ @,#,4.49E+17,https://twitter.com/BethKnodler/status/449372226563747840,,162,-1
213,IBI Plus,IBInews,2014-03-31 10:53:00,0,0,IBI Plus News is out: Russian instability hits BRP shares; Major Mumbai marina project; Carmanah buys lighting firm http://po.st/8YRNxQ,,,,4.51E+17,https://twitter.com/IBInews/status/450647195700965376,,135,-1
214,Luis H Velasquez,luishvelasquez,2014-04-14 09:35:00,0,0,Port Authority in Rio Grande do Sul (Brazil) deploying Carmanah M850 lanterns along 310 kilometers between Porto Al…http://lnkd.in/d3KYpGq,,,,4.56E+17,https://twitter.com/luishvelasquez/status/455700823008620544,,138,0
215,Luis H Velasquez,luishvelasquez,2014-04-14 09:35:00,0,0,Port Authority in Rio Grande do Sul (Brazil) deploying Carmanah M850 lanterns along 310 kilometers between Porto Al…http://lnkd.in/d3KYpGq,,,,4.56E+17,https://twitter.com/luishvelasquez/status/455700823008620544,,138,0
216,Carmanah Tech. Corp.,CarmanahTech,2014-04-14 15:12:00,0,0,Carmanah M850 marine lanterns chosen to mark Brazilian waterways: http://ow.ly/vMmSc http://ow.ly/i/5f2qj # solar,,,#,4.56E+17,https://twitter.com/CarmanahTech/status/455785734897950720,,113,0
217,Las Vegas Jobs,LasVegas_Jobs_,2014-05-12 15:18:00,0,0,# LasVegas # Jobs Carmanah Signs Inc seeks a North American-based Sales Executive for Casino Market: NV-Las Vega... http://q.gs/6ySZ4,,,# #,4.66E+17,https://twitter.com/LasVegas_Jobs_/status/465933982040080384,,133,0
218,Jobs in Las Vegas,JobsinLasVegas1,2014-05-12 15:18:00,0,0,# Job # LasVegas Carmanah Signs Inc seeks a North American-based Sales Executive for Casino Market: NV-Las Vegas... http://q.gs/6ySZ4,,,# #,4.66E+17,https://twitter.com/JobsinLasVegas1/status/465933976817782785,,133,0
219,Marine & Maritime,MarineMaritime,2014-05-22 05:17:00,0,0,Marine LED and Solar Panel manufacturer Carmanah Technologies has signed a Heads of Agreement to acquire US Sol Inc. pic.twitter.com/TGfuE7mEe2,,,,4.69E+17,https://twitter.com/MarineMaritime/status/469406576840028160,,143,0
220,Alliance4Bike&Walk,BikeWalk,2014-06-02 14:34:00,0,2,Check out @ CarmanahTraffic's webinars on how to ensure long-term performance with solar-powered flashing beacons http://bit.ly/1mKcLrT,,@,,4.74E+17,https://twitter.com/BikeWalk/status/473533015851679745,,135,-1
221,Walk San Francisco,walksf,2014-06-05 14:47:00,1,2,Thanks for MTs/RTs @ CarmanahTraffic @ CaliforniaWalks @ 1sidewalkballet @WalkersAS @SupeJaneKim @ MeghanCArnold & @ Kimberlyland,,@ @ @ @WalkersAS @SupeJaneKim @ @,,4.75E+17,https://twitter.com/walksf/status/474623481590460416,,129,1
222,UMassSafe,UMassSafe,2014-06-06 14:07:00,4,6,New traffic safety addition on campus today! Thanks @ CarmanahTraffic ! @ UMassITE @ UMassAmherst pic.twitter.com/WYXjPTF6X0,,@ @ @,,4.75E+17,https://twitter.com/UMassSafe/status/474975769332969472,,124,1
223,CareerFolio,CareerFolio,2014-06-16 02:52:00,1,2,"# Solar System Design Engineer at Carmanah Technologies Corporation - Toronto, Canada Area Apply Now http://goo.gl/tDrxGA # CF4Jobs # jobs",,,# # #,4.78E+17,https://twitter.com/CareerFolio/status/478429934289829888,,138,0
224,VIATEC,VictoriaTechJob,2014-08-29 15:48:00,0,2,"Online Marketing Specialist, Carmanah Technologies Corporation # careers # jobs # hiring http://ow.ly/ASl7k",,,# # #,5.05E+17,https://twitter.com/VictoriaTechJob/status/505441845527453696,,107,0
225,Carmanah Tech. Corp.,CarmanahTech,2014-09-25 18:21:00,0,1,US Coast Guard Selects Carmanah M800 Series # Solar Powered Marine Lanterns: http://ow.ly/BWLph # USCG,,,# #,5.15E+17,https://twitter.com/CarmanahTech/status/515264772288557056,,102,0
226,SeaWaves Magazine,seawaves_mag,2014-09-25 21:23:00,0,0,SeaWaves Magazine: Victoria-based Carmanah M800 Series Solar Powered Marine Lanterns Selected by US Coast Guard http://seawavesmagazine.blogspot.com/2014/09/carmanah-m800-series-solar-powered.html?spref=tw …,,,,5.15E+17,https://twitter.com/seawaves_mag/status/515310568828571648,,207,0
227,Murray Leslie,carmanah,2014-12-06 21:51:00,0,0,Arrived Las Vegas for the Nielsen Norman Usability Week conference. I feel like I'm in a very expensive Walmart...,,,,5.41E+17,https://twitter.com/carmanah/status/541424675101110275,,114,-1
228,Best Jobs Victoria,BestJobsYYJ,2015-01-11 16:25:00,3,0,"Marketing Manager - Carmanah Technologies Corp. - Victoria, BC # yyj http://ow.ly/GTKGz",,,#,5.54E+17,https://twitter.com/BestJobsYYJ/status/554388580949569536,,87,0
229,Sooke Region Tourism,Sooke_Tourism,2015-01-17 13:46:00,5,2,Carmanah Walbran Park is 20kms from Port Renfrew - another incredible hike with old-growth forest # yyj # explorebcpic.twitter.com/YV6AVsnGbo,,,# #,5.57E+17,https://twitter.com/Sooke_Tourism/status/556523069699682304,,141,1
230,CanSIA,CanadianSIA,2015-01-25 15:05:00,3,0,SOLAR JOB ALERT: Vice President/Chief Operating Officer with Carmanah Technologies Corporation: http://ow.ly/HOLww,,,,5.59E+17,https://twitter.com/CanadianSIA/status/559441907492085760,,114,0
231,VIATEC,VictoriaTechJob,2015-04-24 11:28:00,2,1,"Receptionist/Administrative Assistant, Carmanah Technologies Corporation # careers # jobs # hiring http://ow.ly/M4uS3",,,# # #,5.92E+17,https://twitter.com/VictoriaTechJob/status/591624654361649155,,117,0
232,Carmanah Airports,CarmanahAvia,2015-05-07 18:42:00,1,3,Say yes to less with # Carmanah solar airfield lighting! # Simple # solar # reliablepic.twitter.com/rM2NR0NUi1,,,# # # #,5.96E+17,https://twitter.com/CarmanahAvia/status/596444975480459264,,110,-1
233,Marine & Maritime,MarineMaritime,2015-06-12 08:00:00,1,0,". @ CarmanahTech buys the Sabik Group, a marine navigation lighting company, in a cash & share deal worth €21.5 million pic.twitter.com/XBmOgwEjbM",,@,,6.09E+17,https://twitter.com/MarineMaritime/status/609329388971270145,,146,1
234,AECinfo.com,AECinfo,2015-06-27 13:56:00,0,0,Mark warning and stop signs with Carmanah's 24-hour flashing Beacons: http://bit.ly/1SSVNZq,,,,6.15E+17,https://twitter.com/AECinfo/status/614854928939397123,,91,0
235,CanSIA,CanadianSIA,2015-07-03 15:05:00,2,1,SOLAR JOB ALERT: Two positions (AutoCAD Drafter & Systems Designer) with Carmanah Technologies Corporation - http://ow.ly/P5NAR,,,,6.17E+17,https://twitter.com/CanadianSIA/status/617046454738264065,,127,0
236,CanSIA,CanadianSIA,2015-07-29 09:35:00,4,1,SOLAR JOB ALERT: Project Coordinator with Carmanah Technologies Corporation - http://ow.ly/Qe51q,,,,6.26E+17,https://twitter.com/CanadianSIA/status/626385459455885312,,96,0
237,Jobs in Victoria BC,Victoria__Jobs,2015-08-08 18:05:00,0,1,"Product Designer, Electronics: Carmanah Technologies Corporation (Victoria BC): Carmanah is looking… http://www.eluta.ca/search?ptitle=Product+Designer%2C+Electronics&position=c4de235716f9c18275e856956bd56663&imo=1&utm_source=dlvr.it&utm_medium=twitter … # victoria # bc""",,,# #,6.30E+17,https://twitter.com/Victoria__Jobs/status/630137678474772484,,271,0
238,Times Colonist,timescolonist,2015-08-13 09:59:00,2,0,On the Street: $10.3M profit for Carmanah Technologies # yyj http://bit.ly/1WlNxnu,,,#,6.32E+17,https://twitter.com/timescolonist/status/631827392647036928,,82,0
239,Tara Zajac,TLZajac,2015-08-14 14:27:00,3,0,Interested in working in # yyj 's growing tech sector? Carmanah Technologies Corp. is hiring. # jobs https://lnkd.in/eRXBTj6,,,# #,6.32E+17,https://twitter.com/TLZajac/status/632257197313921024,,124,1
240,Carmanah Tech. Corp.,CarmanahTech,2015-09-29 14:34:00,0,3,Featured today in the @ globeandmail: Carmanah 'turnaround story' signals more growth ahead: http://ow.ly/SO7Py,,@,,6.49E+17,https://twitter.com/CarmanahTech/status/648928748981604352,,111,1
241,Victoria Buzz,victoriabuzzes,2015-11-06 02:10:00,0,1,"Cheewhat Giant, Carmanah Valley, between Port Alberni and Bamfield. Photo credit: Tom Chaschowy http://fb.me/7LpzlJW5w",,,,6.63E+17,https://twitter.com/victoriabuzzes/status/662527533867364352,,118,0
242,Carmanah Tech. Corp.,CarmanahTech,2015-11-06 12:03:00,3,4,Carmanah Technologies featured as @ VIATeC tectorian of the week! http://ow.ly/UkYmV pic.twitter.com/YaVPf37iUz,,@,,6.63E+17,https://twitter.com/CarmanahTech/status/662676571338244096,,111,0
243,Marguerite Casey,mcaseyW,2015-11-06 15:42:00,0,2,"Carmanah Technologies Tectorian of the Week, UVic Co-op & Career Supporter http://go.shr.lc/1kyXkHW @ uvicbusicoop",,@,,6.63E+17,https://twitter.com/mcaseyW/status/662731908581756929,,114,0
244,AECinfo.com,AECinfo,2015-11-10 01:49:00,0,0,Carmanah R829 Series Solar School Zone Flashing Beacons: http://bit.ly/1WOdXLV,,,,6.64E+17,https://twitter.com/AECinfo/status/663971678612008960,,78,0
245,Carmanah Tech. Corp.,CarmanahTech,2015-11-10 22:27:00,1,3,Carmanah Technologies wins Greenest Office at Vancouver Island # EcoStarAwards,,,#,6.64E+17,https://twitter.com/CarmanahTech/status/664283270314639364,,78,1
246,SookeTransitionTown,SookeTransition,2015-11-23 19:39:00,2,0,Port Renfrew's Jon Cash and the Friends of Carmanah/Walbran will ask District of Sooke council tonight for a... http://fb.me/5bdBVbvjU,,,,6.69E+17,https://twitter.com/SookeTransition/status/668952161418522624,,134,0
247,My opinion,pushfix,2016-01-06 02:39:00,0,0,"@ ronaldsb @ Allpluscomputer My recent hacks are of Carmanah light beacons and Zebra thermal printers, no iPhone hacking since 2011 or so",,@ @,,6.85E+17,https://twitter.com/pushfix/status/684640413974528000,,137,1
248,VIATEC,VictoriaTechJob,2016-01-18 11:44:00,1,0,"Marketing Communications Specialist, Carmanah Technologies Corporation # careers # jobs # hiring http://ow.ly/XemrS",,,# # #,6.89E+17,https://twitter.com/VictoriaTechJob/status/689126218961162243,,115,0
249,Carmanah Airports,CarmanahAvia,2016-02-09 13:22:00,0,1,Come visit us this week in Ghana @ CAA_Kenya ! +30 airports using Carmanah solar airfield lights in Africa. http://carmanah.com/files/documents/pdf/why-select-carmanahs-a704.pdf …,,@,,6.97E+17,https://twitter.com/CarmanahAvia/status/697123538516348928,,179,0
250,Carmanah Tech. Corp.,CarmanahTech,2016-02-15 12:36:00,2,1,RT @ CarmanahAvia: Carmanah Technologies display solar aviation lights at Accra Summit http://www.newsghana.com.gh/carmanah-technologies-display-solar-aviation-lights-at-accra-summit/ … via @ news_ghana,,@ @,,6.99E+17,https://twitter.com/CarmanahTech/status/699286282183307264,,202,0
251,Carmanah Tech. Corp.,CarmanahTech,2016-03-08 12:31:00,1,2,RT @ AndrewDuffyTC: Victoria's Carmanah Technologies finds its guiding light https://shar.es/1COOds via @ timescolonist # turnaround # yyj,,@ @,# #,7.07E+17,https://twitter.com/CarmanahTech/status/707257347689811968,,138,1
252,Amanda McKay,Hire_Potential,2016-03-14 22:57:00,0,1,Victoria’s Carmanah Technologies finds its guiding light http://www.timescolonist.com/business/victoria-s-carmanah-technologies-finds-its-guiding-light-1.2192296 … @ CarmanahTech # congrats # yyjsuccessstory,,@,# #,7.10E+17,https://twitter.com/Hire_Potential/status/709574333262204928,,207,1
253,Usama Aftab,robingosh,2016-03-16 16:23:00,0,3,"Only by attending these conference, i realize how much i love to learn # BluetoothWorld # CarmanahTechnologies",,,# #,7.10E+17,https://twitter.com/robingosh/status/710199779800653824,,110,1
254,Canadian Riviera,CanadianRiviera,2016-04-10 12:45:00,0,0,Sol by Carmanah – EG Series Outdoor Lighting Solutions http://www.youtube.com/watch?feature=player_embedded&v=uzjdP2JWGnk … http://canadianriviera.com/sol-by-carmanah-eg-series-outdoor-lighting-solutions/ …,,,,7.19E+17,https://twitter.com/CanadianRiviera/status/719204750407798784,,206,0
255,Carmanah Tech. Corp.,CarmanahTech,2016-04-11 19:07:00,2,1,Today we presented the 1st Carmanah Clean Technology Award the Vancouver Island Regional Science Fair # CarmanahCSRpic.twitter.com/3WYylVcA3r,,,#,7.20E+17,https://twitter.com/CarmanahTech/status/719663300708012032,,141,1
256,Carmanah Traffic,CarmanahTraffic,2016-05-11 17:29:00,1,5,RT @ CarmanahTech: We are SO EXCITED at being selected as a EMPLOYER OF THE YEAR finalist @ VIATEC 2016 # VIATECAwardspic.twitter.com/RMcsi4I2xD,,@ @,#,7.31E+17,https://twitter.com/CarmanahTraffic/status/730510280636125184,,144,1
257,Sabik Marine,SabikOy,2016-05-27 05:03:00,2,1,An easy to install special structure for Carmanah and Sabik lanterns. More info http://www.marine.sabik.com pic.twitter.com/0rywna6MWl,,,,7.36E+17,https://twitter.com/SabikOy/status/736120556014161920,,134,1
258,Eugene Wilkie,NOW1SOLAR,2016-06-23 20:40:00,1,2,TY for the RT @ CarmanahTraffic @ KristaKaroFL @ AmazingChevVolt @ PhilStojanovicpic.twitter.com/yGYpsG2Cvf,,@ @ @ @,,7.46E+17,https://twitter.com/NOW1SOLAR/status/746140875407921152,,107,0
259,VIATEC,VIATEC,2016-06-25 00:39:00,1,5,"Congratulations Carmanah Technologies ( @ CarmanahTech), # VIATECaward winner for Employer of the… https://www.instagram.com/p/BHEHl8thcQX/",,@,#,7.47E+17,https://twitter.com/VIATEC/status/746563403917844481,,139,0
260,Jobs in Victoria BC,Victoria__Jobs,2016-06-25 14:42:00,0,1,"Product Manager: Carmanah Technologies Corporation (Victoria BC): Reporting to the Manager of… http://www.eluta.ca/search?ptitle=Product+Manager&position=7644b8ad59ebd8235fa48d39ebe644ac&imo=1&utm_source=dlvr.it&utm_medium=twitter … # victoria # bc""",,,# #,7.47E+17,https://twitter.com/Victoria__Jobs/status/746775534529437696,,249,0
261,Internet of Things,TheIoT,2016-08-30 20:39:00,7,1,Globalstar up 7.2% on strategic deal with Carmanah Technologies https://alltheinternetofthings.com/entries/75116 # IoT,,,#,7.71E+17,https://twitter.com/TheIoT/status/770783102163714049,,118,0
262,Davalyn Corporation,DavalynCorp,2016-08-30 21:32:00,1,1,Globalstar up 7.2% on strategic deal with Carmanah Technologies http://ow.ly/EPAB50416LM,,,,7.71E+17,https://twitter.com/DavalynCorp/status/770796321481625600,,88,0
263,kitimi,kitimi2,2016-08-31 08:38:00,1,2,"Globalstar Inc. (NYSE:GSAT) signs strategic agreement with Carmanah Technologies: Caleres, Inc. (NYSE:CAL … – B... http://ow.ly/QXAX5041W0Y",,,,7.71E+17,https://twitter.com/kitimi2/status/770963958488530948,,139,0
264,Via Satellite Mag,Via_Satellite,2016-08-31 17:24:00,2,5,"Carmanah Technologies and Globalstar Forge Pact on IoT, Solar M2M Devices http://www.satellitetoday.com/telecom/2016/08/31/carmanah-technologies-globalstar-forge-pact-iot-solar-m2m-devices/ …pic.twitter.com/5hH33ujLmF",,,,7.71E+17,https://twitter.com/Via_Satellite/status/771096287974461441,,217,0
265,Bert Zethof,bertzethof,2016-09-10 13:23:00,0,0,Victoria company Carmanah Technologies Corp. and other green technology businesses using LEDs are well-positioned fo…https://lnkd.in/eP3kBxq,,,,7.75E+17,https://twitter.com/bertzethof/status/774659480474624000,,140,-1
266,Michael Dingle,dinglemichael,2016-10-11 18:22:00,0,0,Carmanah announces intent to divest its Power Division & focus on signals + solar LED for infrastructure business http://carmanah.com/company/news-and-updates/news-release/carmanah-announces-intent-divest-its-power-division#.V_1lTWWSwTs.twitter …,,,#,7.86E+17,https://twitter.com/dinglemichael/status/785968903159676933,,246,0
267,MOVE renewable,MOVE_renewable,2016-10-18 04:33:00,0,2,Sabik Offshore and Orga Aviation Combine Offshore Wind Farm Aids to Navigation Offering: German marine aids t... http://bit.ly/2efPEcA,,,,7.88E+17,https://twitter.com/MOVE_renewable/status/788296963208859648,,134,0
268,Carmanah Tech. Corp.,CarmanahTech,2016-10-26 14:10:00,0,9,Carmanah Technologies Selected as a 2016 EcoStar Awards Finalist in the Category of Technology Excellence! pic.twitter.com/Mt8CsvjDfF,,,,7.91E+17,https://twitter.com/CarmanahTech/status/791341130361298949,,133,0
269,Jobs in Victoria BC,Victoria__Jobs,2016-11-07 17:28:00,0,0,"Technical Customer Support: Carmanah Technologies Corporation (Victoria BC): port role is… http://www.eluta.ca/search?ptitle=Technical+Customer+Support&position=c582fed3c6e1cc7a5093c0ed2f92e5cb&imo=1&utm_source=dlvr.it&utm_medium=twitter … # victoria # bc""",,,# #,7.96E+17,https://twitter.com/Victoria__Jobs/status/795754761655980033,,256,0
270,Jobs in BC,BC__jobs,2016-11-07 19:35:00,0,0,"Technical Customer Support: Carmanah Technologies (Victoria): port role is responsible for providing… http://www.eluta.ca/search?ptitle=Technical+Customer+Support&position=c582fed3c6e1cc7a5093c0ed2f92e5cb&imo=1&utm_source=dlvr.it&utm_medium=twitter … # bc # jobs""",,,# #,7.96E+17,https://twitter.com/BC__jobs/status/795786853462863872,,263,1
271,Victoria Buzz,victoriabuzzes,2016-11-08 00:41:00,0,0,"Evening light in the Walbran."" Carmanah Walbran Provincial Park"," 20 kms northwest of Port Renfrew. : ©... http://fb.me/7ElfwGxZd""",,,,7.96E+17,https://twitter.com/victoriabuzzes/status/795863780873773056,63,1
272,Carmanah Tech. Corp.,CarmanahTech,2016-11-16 14:59:00,2,6,EcoStar awards acknowledge Island's greenest businesses - Carmanah recognized for Technology Excellence http://ow.ly/ZAK0306f1zp,,,,7.99E+17,https://twitter.com/CarmanahTech/status/798978706660347904,,128,0
273,Sabik Marine,SabikOy,2016-11-17 01:48:00,2,3,Sabik Marine proudly introduces under Carmanah brand a new innovative self-contained lantern M660: https://youtu.be/n-8LaKpF1nM,,,#,7.99E+17,https://twitter.com/SabikOy/status/799142032065368064,,127,1
274,Inside Marine,InsideMarine,2016-11-21 09:01:00,0,0,"Sabik Marine launches M660, the next generation short to medium range self-contained lantern, read more at http://bit.do/cSJuw",,,,8.01E+17,https://twitter.com/InsideMarine/status/800700573808988160,,126,1
275,Nick Ronstein,NickRonstein,2016-11-29 11:17:00,0,1,BRIEF-Carmanah to acquire Ekta branded products and contracts from Cybernetica AS # VentureCapital * Carmanah to acq… pic.twitter.com/a5LpO0nhaw,,,#,8.04E+17,https://twitter.com/NickRonstein/status/803633875247394817,,144,0
276,Sabik Marine,SabikOy,2016-11-30 05:30:00,2,2,"Sabik Marine to strengthen Marine Division with acquisition of Cybernetica’s marine signal business, read more: http://www.sabik-marine.com",,@,,8.04E+17,https://twitter.com/SabikOy/status/803909121095430144,,139,1
277,Topicly Renewables,topiclysolar,2016-12-04 02:27:00,0,1,Now tracking: Why Choose # solarpower with Carmanah Telematics? http://www.topicly.io/topic/renewable-energy?5843b9951345192e003b654b …,,,#,8.05E+17,https://twitter.com/topiclysolar/status/805312568399187968,,135,0
278,Mr. Solar®,MrSolarCom,2016-12-04 03:31:00,0,1,# Solar # Energy • Why Choose Solar Power with Carmanah Telematics? http://ow.ly/8mXV507bqbD,,,# #,8.05E+17,https://twitter.com/MrSolarCom/status/805328713839734785,,92,0
279,Swift Labs Inc.,SwiftLabsCanada,2016-12-13 10:12:00,0,1,"West coast trip to meet up with @ CarmanahTech following the successful launch of their latest product, the Sabik Marine Lantern M660!! pic.twitter.com/jObSvRMlrF",,@,,8.09E+17,https://twitter.com/SwiftLabsCanada/status/808690956488810497,,162,1
280,4-traders.com,ForTraders,2017-01-03 08:46:00,0,0,Carmanah Technologies : Completes Acquisition of EKTA branded products and contracts from Cybernetica AS http://www.4-traders.com/CARMANAH-TECHNOLOGIES-COR-1409504/news/Carmanah-Technologies-Completes-Acquisition-of-EKTA-branded-products-and-contracts-from-Cybernetic-23635937/ …,,,,8.16E+17,https://twitter.com/ForTraders/status/816279459896692736,,279,0
281,Financial Buzz,financialbuzz,2017-01-03 11:51:00,0,0,Carmanah Completes Acquisition of EKTA branded products and contracts from Cybernetica AS http://financialbuzz.com/carmanah-completes-acquisition-of-ekta-branded-products-and-contracts-from-cybernetica-as-651746 …,,,,8.16E+17,https://twitter.com/financialbuzz/status/816326239191339009,,213,0
282,Set Sail Marine,SetSailMarine,2017-01-03 21:59:00,0,0,Carmanah Acquires EKTA Marine Aids http://ift.tt/2iG6VzG # Maritime & # Ship # News,,,# # #,8.16E+17,https://twitter.com/SetSailMarine/status/816479235682533377,,83,0
283,SF Shipping,SFShipping,2017-01-03 22:18:00,0,0,SanFranciscoShipping Carmanah Acquires EKTA Marine Aids http://dlvr.it/N1zgBb # SFShipping,,,#,8.16E+17,https://twitter.com/SFShipping/status/816483939447488512,,90,0
284,Jobs in Victoria BC,Victoria__Jobs,2017-01-10 12:31:00,1,0,"Executive Assistant: Carmanah Technologies Corporation (Victoria BC): Carmanah is looking for an… http://www.eluta.ca/search?ptitle=Executive+Assistant&position=8ee9f68c9f9a54acaa653a3eb4e82f4d&imo=1&utm_source=dlvr.it&utm_medium=twitter … # victoria # bc""",,,# #,8.19E+17,https://twitter.com/Victoria__Jobs/status/818872928527781889,,256,0
285,Carmanah Tech. Corp.,CarmanahTech,2017-01-31 17:22:00,4,5,Carmanah to provide remote monitored LED lanterns for Norwegian Coastal Administration - http://ow.ly/lzsp308y3GN pic.twitter.com/pjvG5V8xQt,,,,8.27E+17,https://twitter.com/CarmanahTech/status/826556286103863296,,140,-1
286,Sabik Marine,SabikOy,2017-02-01 02:05:00,1,2,SABIK MARINE /Carmanah to provide remote monitored LED lanterns for Norwegian Coastal Administration | Carmanah: http://carmanah.com/company/news-and-updates/news-release/carmanah-provide-remote-monitored-led-lanterns-norwegian#.WJGHfeYd2tc.twitter …,,@ @,#,8.27E+17,https://twitter.com/SabikOy/status/826687822828548098,,250,-1
287,Sabik Marine,SabikOy,2017-02-01 02:05:00,1,2,SABIK MARINE /Carmanah to provide remote monitored LED lanterns for Norwegian Coastal Administration | Carmanah: http://carmanah.com/company/news-and-updates/news-release/carmanah-provide-remote-monitored-led-lanterns-norwegian#.WJGHfeYd2tc.twitter …,,,#,8.27E+17,https://twitter.com/SabikOy/status/826687822828548098,,250,-1
288,Dallas Gislason,DallasGislason,2017-03-13 22:07:00,0,3,"FirstLight, JSF Technologies, Carmanah, Urban Solar. All locally based and would contribute I bet.",,,,8.41E+17,https://twitter.com/DallasGislason/status/841470925094576129,,98,0
289,Sabik Marine,SabikOy,2017-03-14 04:24:00,0,4,Sabik Marine # Throwback moments - Making of # M660 video https://youtu.be/n-8LaKpF1nM @ CarmanahTech @ KASKIAgency # weshowtheway # extremetestingpic.twitter.com/EYkXpnIo6S,,@ @,# # # #,8.42E+17,https://twitter.com/SabikOy/status/841565773814464513,,173,0
290,Carmanah Traffic,CarmanahTraffic,2017-03-20 15:43:00,0,2,"# YEG moving ahead with # VisionZero 70 to 380 dangerous crossings to be fixed RRFBs are a low-cost, highly effective treatment!pic.twitter.com/2bztIcyY07",,,# #,8.44E+17,https://twitter.com/CarmanahTraffic/status/843910986297835520,,154,1
291,Global LEDsOLEDs,GlobalLEDsOLEDs,2017-04-18 14:20:00,0,1,"Global LED Obstruct Lighting Market 2017 - Carmanah Technologies, Hughey & Phillips, DialightGlobal LED Obstruct... http://fb.me/6GTIP2v95",,,,8.54E+17,https://twitter.com/GlobalLEDsOLEDs/status/854399155975933952,,138,0
292,Sabik Marine,SabikOy,2017-05-10 02:51:00,0,1,SABLITZ - SABIK MARINE Newsletter 2/2017 is out now # weshowtheway http://www.anpdm.com/t/7h07J,,,#,8.62E+17,https://twitter.com/SabikOy/status/862198268482252800,,95,0
293,Carmanah Traffic,CarmanahTraffic,2017-05-10 20:27:00,3,4,# BiketoSchoolday May 10 Many benefits: health + environment + safer streets + lower costs! http://www.walkbiketoschool.org/ @ SafeRoutesNowpic.twitter.com/S45yVv9xf9,,@,#,8.62E+17,https://twitter.com/CarmanahTraffic/status/862464085840941056,,166,1
294,Sabik Marine,SabikOy,2017-05-18 05:13:00,0,2,"SABIK BLUETOOTH® CONTROL - EASY, SAFE AND COST-EFFECTIVE - now available for a comprehensive range of marine lanterns. Thanks @ DY_Magazinehttps://twitter.com/DY_Magazine/status/864901939913515011 …",,@,,8.65E+17,https://twitter.com/SabikOy/status/865133131065696256,,198,1
295,Emily Acheson,EmilyAcheson1,2017-05-23 15:45:00,0,0,"Nice! I did the Carmanah Walbran, stayed for a night in Port Renfrew, then a couple days in Victoria. :) Very beautiful for camping!",,,,8.67E+17,https://twitter.com/EmilyAcheson1/status/867104109660217344,,132,1
296,Business Wire-Energy,BW_Energy,2017-07-04 09:20:00,1,0,"Global Airport Smart Lighting Market 2017-2021 - Key vendors are Intellectual property landscape, Carmanah… http://dlvr.it/PS7n8B pic.twitter.com/Df7E5Krnb4",,,,8.82E+17,https://twitter.com/BW_Energy/status/882227637455691780,,156,1
297,Business Wire-Energy,BW_Energy,2017-07-04 09:20:00,1,0,"Global Airport Smart Lighting Market 2017-2021 - Key vendors are Intellectual property landscape, Carmanah… http://dlvr.it/PS7n8B pic.twitter.com/Df7E5Krnb4",,,,8.82E+17,https://twitter.com/BW_Energy/status/882227637455691780,,156,1
298,Business Wire-Manu.,BW_Manufacturin,2017-07-04 09:32:00,1,0,"Global Airport Smart Lighting Market 2017-2021 - Key vendors are Intellectual property landscape, Carmanah… http://dlvr.it/PS7tkJ pic.twitter.com/qfjrA5wd7R",,,,8.82E+17,https://twitter.com/BW_Manufacturin/status/882230564010442752,,156,1
